,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.719302773476,0.710799217224,0.15627335012,0.165849387646,0.340490818024,0.858504295349,0.85553586483,0.596055209637,0.588962078094,0.681958734989,0.879858672619,0.876814961433,0.579090058804,0.57569783926,0.693080723286,0.931348323822,0.928941488266,0.600557029247,0.602625191212,0.756256580353,0.932609379292,0.930437505245,0.653153002262,0.65202152729,0.778129458427,0.879490375519,0.876433491707,0.577248990536,0.573914945126,0.691919863224,0.719244778156,0.710944771767,0.165047973394,0.174411714077,0.347858011723,0.251448988914,0.247549906373,0.0740700289607,0.0759029835463,0.120311670005,0.93143415451,0.929160237312,0.632524549961,0.632482230663,0.768672168255,0.931842148304,0.929653763771,0.651484370232,0.650285005569,0.776473045349,0.0,0.0,0.0,1.0,0.0
1,0.703564941883,0.695273458958,0.165604889393,0.174415454268,0.34058073163,0.932141304016,0.929826676846,0.620285093784,0.62120372057,0.76491355896,0.309969007969,0.304424226284,0.0730004832149,0.0760342180729,0.134208515286,0.932672977448,0.93037378788,0.622277319431,0.623190820217,0.766409873962,0.931088864803,0.928807675838,0.6318821311,0.631819605827,0.768002510071,0.932263731956,0.929937601089,0.617195129395,0.618358790874,0.76390171051,0.93330347538,0.931167542934,0.659386992455,0.657951712608,0.781332373619,0.933953523636,0.931844770908,0.663831651211,0.66225874424,0.783900976181,0.930051207542,0.927665770054,0.610381364822,0.611519873142,0.758331775665,0.866761445999,0.863710641861,0.584071040154,0.578722834587,0.683577537537,0.0,0.0,0.0,1.0,0.0
2,0.201853841543,0.199294313788,0.0743702799082,0.0751023739576,0.107473626733,0.8183349967,0.81574344635,0.624491095543,0.61164444685,0.665007472038,0.172181859612,0.170476645231,0.0769452378154,0.0767168104649,0.100838772953,0.164939761162,0.163560450077,0.0822078660131,0.0813800543547,0.10195081681,0.158363059163,0.157081127167,0.0801846385002,0.0793154910207,0.09870506078,0.627398848534,0.619898319244,0.181713163853,0.187166512012,0.318543583155,0.836486279964,0.833816468716,0.625713527203,0.614447414875,0.678426027298,0.163186967373,0.161841765046,0.0819475129247,0.0810857564211,0.101255044341,0.160240828991,0.158873096108,0.0787793770432,0.0780953094363,0.0984735935926,0.160240828991,0.158873096108,0.0787793770432,0.0780953094363,0.0984735935926,1.0,0.0,0.0,0.0,0.0
3,0.67089176178,0.662848353386,0.172089144588,0.179520219564,0.330367267132,0.871526241302,0.868554353714,0.593263268471,0.587871432304,0.691796004772,0.206402242184,0.203837648034,0.0774622559547,0.0780987143517,0.110850311816,0.1571277529,0.155862003565,0.079644612968,0.0787789151073,0.0980210602283,0.179999247193,0.178170591593,0.0793795660138,0.0791981890798,0.104646548629,0.933417975903,0.931371808052,0.679867565632,0.67715883255,0.789324820042,0.858012735844,0.855033576488,0.594784915447,0.587727546692,0.680989742279,0.932241797447,0.930173635483,0.677740752697,0.674908876419,0.78701633215,0.24822729826,0.244367942214,0.0730487555265,0.0748878270388,0.11875923723,0.661400020123,0.653445422649,0.17301183939,0.17998547852,0.32665976882,0.0,1.0,0.0,0.0,0.0
4,0.713000535965,0.704606890678,0.161124393344,0.170361548662,0.341457873583,0.670038640499,0.661983430386,0.171303287148,0.178716957569,0.329337596893,0.87673074007,0.873638212681,0.573770701885,0.570300877094,0.687818348408,0.705508351326,0.697291910648,0.168649822474,0.177402973175,0.343931317329,0.691861629486,0.683724761009,0.171198293567,0.179393157363,0.33941411972,0.703206121922,0.694900512695,0.164998531342,0.173809468746,0.33988070488,0.932263731956,0.929937601089,0.617195129395,0.618358790874,0.76390171051,0.69281488657,0.68478512764,0.175767332315,0.183804303408,0.343369483948,0.845393896103,0.842541098595,0.608588635921,0.599305450916,0.677255988121,0.931378245354,0.929194152355,0.653503358364,0.652041316032,0.776622891426,0.0,0.0,1.0,0.0,0.0
5,0.72224009037,0.713809549809,0.159118011594,0.168722122908,0.344372838736,0.873183906078,0.870248556137,0.597577571869,0.592057943344,0.695062994957,0.879099845886,0.876085698605,0.583492040634,0.579628109932,0.694176495075,0.931626260281,0.929540038109,0.6751755476,0.672378122807,0.785258412361,0.932096064091,0.929930567741,0.656032800674,0.654593527317,0.778556704521,0.931870102882,0.929545879364,0.61896443367,0.619919419289,0.764052033424,0.932087957859,0.929837405682,0.63594776392,0.635820567608,0.770864129066,0.93162214756,0.929525077343,0.672761678696,0.670125126839,0.784343779087,0.931739866734,0.929403066635,0.616352498531,0.617461919785,0.762891054153,0.880613982677,0.877427577972,0.556826114655,0.554982841015,0.683992922306,0.0,0.0,0.0,1.0,0.0
6,0.247899368405,0.243980586529,0.0715506747365,0.0734582990408,0.117484532297,0.932141304016,0.929826676846,0.620285093784,0.62120372057,0.76491355896,0.280530393124,0.2758038342,0.0733673945069,0.0758303701878,0.127185210586,0.933033585548,0.930889368057,0.658387422562,0.656997025013,0.78065854311,0.931783437729,0.929521620274,0.634353160858,0.634278774261,0.769854068756,0.932772397995,0.930540978909,0.638398647308,0.638260185719,0.772695302963,0.933056473732,0.930755496025,0.62054258585,0.621660411358,0.766263186932,0.31559535861,0.309978544712,0.0745669305325,0.0776336714625,0.136895731091,0.931225597858,0.929026424885,0.650693118572,0.649418413639,0.775391578674,0.702531456947,0.694244205952,0.165558561683,0.174307197332,0.339983522892,0.0,0.0,0.0,1.0,0.0
7,0.241112977266,0.237460300326,0.0732121914625,0.0748691260815,0.116984568536,0.696244120598,0.687882125378,0.162133142352,0.170770674944,0.334174722433,0.877101719379,0.874038398266,0.577799201012,0.574117124081,0.689952015877,0.686353445053,0.678264319897,0.172267183661,0.180174604058,0.337513685226,0.690212249756,0.682133734226,0.173213616014,0.181233629584,0.34011888504,0.692987859249,0.684833526611,0.170775607228,0.179047688842,0.339637845755,0.72593665123,0.717528700829,0.159816175699,0.169534370303,0.346842288971,0.932946205139,0.930741369724,0.643985211849,0.643472254276,0.774996399879,0.930980503559,0.928779602051,0.650860309601,0.649519383907,0.775150835514,0.931008040905,0.92865228653,0.614280223846,0.615359246731,0.761094331741,0.0,0.0,0.0,1.0,0.0
8,0.704530239105,0.696293950081,0.167807593942,0.176560029387,0.34279102087,0.932192146778,0.930111527443,0.675132751465,0.672457277775,0.785940885544,0.229478389025,0.226290822029,0.0771218165755,0.078318439424,0.116825610399,0.932569921017,0.930429577827,0.660342931747,0.65869474411,0.780780494213,0.713447451591,0.705062866211,0.161612808704,0.170868903399,0.342120826244,0.863564789295,0.860671043396,0.605512559414,0.59840118885,0.690414130688,0.690863609314,0.682707726955,0.170339673758,0.178536742926,0.338277697563,0.932461798191,0.930313587189,0.658773720264,0.657198190689,0.780035495758,0.218984663486,0.215987637639,0.07459628582,0.0756902620196,0.112224414945,0.929733633995,0.927670478821,0.684693813324,0.680946469307,0.786642611027,0.0,0.0,1.0,0.0,0.0
9,0.731517553329,0.723018288612,0.155248433352,0.165257841349,0.345784783363,0.932532191277,0.930215716362,0.618522286415,0.619648575783,0.764763474464,0.887598276138,0.884384572506,0.54518777132,0.545056402683,0.685664176941,0.931348323822,0.928941488266,0.600557029247,0.602625191212,0.756256580353,0.931814014912,0.929413795471,0.600507378578,0.602691113949,0.756878733635,0.931005597115,0.928578495979,0.596937716007,0.599182248116,0.754390954971,0.932532191277,0.930215716362,0.618522286415,0.619648575783,0.764763474464,0.932939767838,0.930649161339,0.623243749142,0.624112963676,0.76708060503,0.712551593781,0.704204440117,0.162980347872,0.172124013305,0.342689245939,0.931556046009,0.929216206074,0.616302132607,0.617376506329,0.762625336647,0.0,0.0,0.0,0.0,1.0
